alpha,frame_index_alpha,frame_index_global,used_iterations,frame_bit_errors,is_codeword,ml_invoked,ml_calls_in_frame,error_vn_indices,error_vn_last5_energies,global_max_last5_energies,global_max_vn_indices_last5,ml_proposed_vn_indices,ml_proposed_error_overlap
0.020000,36310,36310,0,5,0,1,100,"16;548;833;939;1249","","","","584;939;307;860;43;1285;52;219;848;919;1283;145;256;863;969;1260;833;958;258;569;16;1268;115;226;554;37;1284;966;1258;280;557","939;833;16"
0.020000,36457,36457,0,3,0,1,100,"609;728;1239","","","","351;792;436;83;1049;1186;28;629;727;915;1118;201;539;663;985;1239;74;437;481;783;1040;1177;409;342;762;1038;1147;425;520;758;1045;1146;352;728;793;1050;1187;202;486;664;986;1240;29;630;84;916;1119;331;8;609;707;895;1098;181;519;697;1019;1219;63;470;772;1029;1166","1239;728;609"
0.020000,36473,36473,0,9,0,1,100,"69;73;370;398;480;523;757;761;1204","","","","69;404;432;757;1033;1142;337;476;778;1035;1172;420;515;807;1040;1141;617;146;715;738;883;1193;154;270;736;874;1087;16;339;424;903;1106;184;1204;496;692;980;1088;334;522;700;1022;1222;273;456;693;983;269","69;757;1204"
0.020000,36688,36688,0,8,0,1,100,"280;281;842;850;921;948;967;1258","","","","948;815;1258;316;842;1294;27;248;559;823;593;124;235;563;52;1293;280;557;833;966;16;156;627;746;884;1097;191;463;700;990;1211","948;1258;842;280"
0.020000,37708,37708,0,3,0,1,100,"343;366;742","","","","276;1207;623;742;880;1093;187;459;696;986;152;12;553;829;962;1254","742"
0.020000,39687,39687,0,6,0,1,100,"41;810;829;935;962;1131","","","","261;684;1271;1265;972;1080;40;572;836;961;488;150;589;814;920;176;41;262;573;837;962;1272;305;582;858;937;1283;364;642;740;874;1131;565;829;288;841;1266;33;254;24;954;1264;126;237;844;950;1295","41;962;1131;829"
0.020000,40473,40473,0,7,0,1,100,"15;112;581;616;936;970;1257","","","","223;112;551;830;936;1281;2;588;852;923;1287;192;504;700;988;1096;257;970;538;680;1022;1130;36;568;832;957;1267;146;585;810;172;1261","112;936;970"
0.020000,42217,42217,0,8,0,1,100,"74;342;520;698;986;1007;1115;1207","","","","74;342;481;783;1040;1177;409;437;762;1038;1147;425;520;758;1045;1146","74;342;520"
0.020000,42322,42322,0,3,0,1,100,"139;250;1080","","","","145;1260;608;729;874;1238;323;616;735;873;1086;256;584;863;969;415;367;1080;452;808;1065;1148;163;501;679;1001;1201;44;645;743;877;99;250;165;531;673;1015;1123;29;561;825;950;139;578;857;963;1254","1080;250;139"
0.020000,42550,42550,0,10,0,1,100,"56;382;413;734;789;800;872;1076;1140;1183","","","","798;442;357;89;1055;1138;1183;60;411;506;1031;1186;56;391;473;1074;463;1076;1159;765;324;407;502;794;1027;1182;734;872;420;613;879;1189;144;322;615;150;1085;35;358;636;868;1125;382;101;464;789;1065;1174;112;629;750;895;1205;85;531;769;1056;1157","1183;56;1076;734;872;382;789"
